StationName,StreetNumber,StreetName,Suburb,PostCode,State,EntranceType,EntranceLatitude,EntranceLongitude,ExitNumber,StopID
Macqueen,121,MacQueen Street,Aberdeen,2336,New South Wales,Stairs,-32.166899,150.891975,NULL,1
Macqueen,121,MacQueen Street,Aberdeen,2336,New South Wales,Ramp,-32.166886,150.891957,NULL,2
Park,7,Park Avenue,Adamstown,2289,New South Wales,Path,-32.933705,151.720451,NULL,3
St James,2a,Saint James Road,Broadmeadow,2292,New South Wales,Stairs,-32.933413,151.720363,NULL,4
St James,2a,Saint James Road,Broadmeadow,2292,New South Wales,Ramp,-32.933401,151.720347,NULL,5
Park,9,Park Avenue,Adamstown,2289,New South Wales,Path,-32.933827,151.720236,NULL,6
Burroo,207-213,Princes Highway,Albion Park Rail,2527,New South Wales,Ramp,-34.563409,150.799390,NULL,7
Princes,13,Burroo Street,Albion Park Rail,2527,New South Wales,Ramp,-34.563507,150.799189,NULL,8
Princes,207,Princes Highway,Albion Park Rail,2527,New South Wales,Stairs,-34.562939,150.798574,NULL,9
Princes,207,Princes Highway,Albion Park Rail,2527,New South Wales,Ramp,-34.562782,150.798418,NULL,10
Railway,466,Railway Parade,Allawah,2218,New South Wales,Ramp,-33.969968,151.114944,NULL,11
Roberts,7,Roberts Lane,Hurstville,2220,New South Wales,Ramp,-33.969537,151.114694,NULL,12
Roberts,7,Roberts Lane,Hurstville,2220,New South Wales,Stairs,-33.969490,151.114566,NULL,13
Railway,470,Railway Parade,Allawah,2218,New South Wales,Lift,-33.969877,151.114435,NULL,14
Railway,472,Railway Parade,Allawah,2218,New South Wales,Ramp,-33.969886,151.114240,NULL,15
Grove,66,Constitution Road,Dulwich Hill,2203,New South Wales,Path,-33.902045,151.138159,NULL,16
Constitution,66,Constitution Road,Dulwich Hill,2203,New South Wales,Path,-33.902049,151.138043,NULL,17
The Arcade,1,The Arcade,Arncliffe,2205,New South Wales,Stairs,-33.936924,151.147427,NULL,18
The Arcade,1,The Arcade,Arncliffe,2205,New South Wales,Lift,-33.936963,151.147422,NULL,19
Firth,NULL,NULL,Arncliffe,2205,New South Wales,Lift,-33.936774,151.146860,NULL,20
Firth,NULL,NULL,Arncliffe,2205,New South Wales,Stairs,-33.936717,151.146850,NULL,21
Valetta,7,Wilkes Avenue,Artarmon,2064,New South Wales,Ramp,-33.808233,151.184741,NULL,22
Hampden,88A,Hampden Road,Artarmon,2064,New South Wales,Lift,-33.808759,151.184720,NULL,23
Hampden,100,Hampden Road,Artarmon,2064,New South Wales,Stairs,-33.808540,151.184428,NULL,24
Station,7,Station Street,Ashfield,2131,New South Wales,Lift,-33.887442,151.125958,NULL,25
Station,1A,Charlotte Street,Ashfield,2131,New South Wales,Stairs,-33.887396,151.125802,NULL,26
Brown,2,Hercules Street,Ashfield,2131,New South Wales,Lift,-33.887891,151.125797,NULL,27
Brown,NULL,NULL,Ashfield,2131,New South Wales,Stairs,-33.887775,151.125539,NULL,28
Haldane,13,Haldane Street,Asquith,2077,New South Wales,Path,-33.688691,151.108265,NULL,29
Pacific,381,B83,Asquith,2077,New South Wales,Ramp,-33.688489,151.107999,NULL,30
Rawson,NULL,NULL,Auburn,2144,New South Wales,Ramp,-33.849287,151.033291,NULL,31
South,96-98,South Parade,Auburn,2144,New South Wales,Stairs,-33.849663,151.032919,NULL,32
South,3,South Parade,Auburn,2144,New South Wales,Ramp,-33.849463,151.032720,NULL,33
Gilchrist,67,Moore Street,Austinmer,2515,New South Wales,Path,-34.306520,150.929351,NULL,34
Railway,NULL,NULL,Austinmer,2515,New South Wales,Path,-34.306501,150.928907,NULL,35
Adelaide,154,Wilton Road,Awaba,2283,New South Wales,Ramp,-33.012916,151.542158,NULL,36
Adelaide,154,Wilton Road,Awaba,2283,New South Wales,Path,-33.012916,151.542132,NULL,37
Wilton,154,Wilton Road,Awaba,2283,New South Wales,Ramp,-33.013109,151.542074,NULL,38
Hattersley,80,Hattersley Street,Banksia,2216,New South Wales,Ramp,-33.944900,151.140849,NULL,39
Railway,17,Railway Street,Banksia,2216,New South Wales,Ramp,-33.944791,151.140498,NULL,40
Railway,18,Railway Street,Banksia,2216,New South Wales,Stairs,-33.944883,151.140448,NULL,41
North,80A,North Terrace,Bankstown,2200,New South Wales,Ramp,-33.917686,151.034269,NULL,42
Bankstown City,139,Bankstown City Plaza,Bankstown,2200,New South Wales,Path,-33.918052,151.034110,NULL,43
Bankstown City,NULL,NULL,Bankstown,2200,New South Wales,Path,-33.917788,151.033762,NULL,44
Hartill Law,16,Hartill-Law Avenue,Bardwell Park,2207,New South Wales,Stairs,-33.931378,151.125379,NULL,45
Great Southern,227,Great Southern Road,Bargo,2574,New South Wales,Path,-34.290978,150.580175,NULL,46
Great Southern,227,Great Southern Road,Bargo,2574,New South Wales,Ramp,-34.290984,150.580150,NULL,47
Railside,96,Old Hume Highway,Bargo,2574,New South Wales,Ramp,-34.291007,150.580020,NULL,48
Railside,96,Old Hume Highway,Bargo,2574,New South Wales,Path,-34.291044,150.580007,NULL,49
Sutherland,17,Wongala Crescent,Beecroft,2119,New South Wales,Path,-33.749216,151.066733,NULL,50
Wongala,17,Wongala Crescent,Beecroft,2119,New South Wales,Path,-33.749044,151.066337,NULL,51
Wongala,2A,Hannah Street,Beecroft,2119,New South Wales,Path,-33.749233,151.066224,NULL,52
Sandham,17,Sandham Road,Bell,2786,New South Wales,Ramp,-33.506165,150.279361,NULL,53
Chiefley,17,Sandham Road,Bell,2786,New South Wales,Stairs,-33.506234,150.279079,NULL,54
Bellambi,16,Union Street,Bellambi,2518,New South Wales,Ramp,-34.362612,150.910131,NULL,55
Burwood,NULL,NULL,Belmore,2192,New South Wales,Lift,-33.917248,151.088337,NULL,56
Burwood,365,Burwood Road,Belmore,2192,New South Wales,Stairs,-33.917227,151.088324,NULL,57
Campbell,NULL,NULL,Berala,2141,New South Wales,Path,-33.871977,151.032828,NULL,58
Woodburn,NULL,NULL,Berala,2141,New South Wales,Path,-33.871393,151.032327,NULL,59
Lawson,NULL,NULL,Beresfield,2322,New South Wales,Stairs,-32.799407,151.658578,NULL,60
Addison,2,Milton Street,Beresfield,2322,New South Wales,Stairs,-32.799583,151.658334,NULL,61
Addison,2,Milton Street,Beresfield,2322,New South Wales,Lift,-32.799471,151.658161,NULL,62
Pacific,NULL,Pacific Highway,Berowra,2081,New South Wales,Ramp,-33.622914,151.153563,NULL,63
Pacific,1007,Pacific Highway,Cowan,2081,New South Wales,Ramp,-33.623002,151.153142,NULL,64
Station,5,Station Road,Berry,2535,New South Wales,Path,-34.780273,150.696723,NULL,65
King Georges,482,A3,Beverly Hills,2209,New South Wales,Stairs,-33.949140,151.080867,NULL,66
King Georges,480,A3,Beverly Hills,2209,New South Wales,Lift,-33.949130,151.080829,NULL,67
King Georges,409-413,King Georges Road,Beverly Hills,2209,New South Wales,Stairs,-33.949262,151.080478,NULL,68
Bexley,2,Shaw Street,Bexley North,2207,New South Wales,Stairs,-33.937481,151.113926,NULL,69
Avalon,4,Teresa Street,Birrong,2143,New South Wales,Stairs,-33.892536,151.024313,NULL,70
Great Western,264,A32,Blackheath,2785,New South Wales,Stairs,-33.633972,150.284590,NULL,71
Station,264,Great Western Highway,Blackheath,2785,New South Wales,Stairs,-33.634005,150.284253,NULL,72
First,42,First Avenue,Blacktown,2148,New South Wales,Stairs,-33.767777,150.908019,3,73
First,40,First Avenue,Blacktown,2148,New South Wales,Stairs,-33.767733,150.907968,3,74
First,40,First Avenue,Blacktown,2148,New South Wales,Lift,-33.767754,150.907961,3,75
Jim Simpson,14,Main Street,Blacktown,2148,New South Wales,Stairs,-33.768941,150.907305,2,76
Jim Simpson,14,Main Street,Blacktown,2148,New South Wales,Escalators,-33.768967,150.907296,2,77
Old Richmond,9b,Main Street,Blacktown,2148,New South Wales,Lift,-33.767829,150.907147,4,78
Patrick,14,Main Street,Blacktown,2148,New South Wales,Lift,-33.768899,150.907082,1,79
Patrick,10,Main Street,Blacktown,2148,New South Wales,Stairs,-33.769033,150.906989,1,80
Old Richmond,9b,Main Street,Blacktown,2148,New South Wales,Stairs,-33.767798,150.906924,4,81
Wilson,NULL,NULL,Blaxland,2774,New South Wales,Lift,-33.743699,150.609962,NULL,82
Wilson,NULL,Wilson Way,Blaxland,2774,New South Wales,Stairs,-33.743662,150.609805,NULL,83
Great Western,140U,Great Western Highway,Blaxland,2774,New South Wales,Stairs,-33.743803,150.609686,NULL,84
Great Western,144,Great Western Highway,Blaxland,2774,New South Wales,Ramp,-33.744117,150.609388,NULL,85
Great Western,NULL,NULL,Blaxland,2774,New South Wales,Stairs,-33.744049,150.609328,NULL,86
Meroo,47,Meroo Street,Bomaderry,2541,New South Wales,Path,-34.853744,150.609770,NULL,87
Princes,NULL,Princes Highway,Bombo,2533,New South Wales,Stairs,-34.658686,150.853768,NULL,88
Princes,NULL,Princes Highway,Bombo,2533,New South Wales,Ramp,-34.658855,150.853756,NULL,89
Grafton,422,Oxford Street,Bondi Junction,2022,New South Wales,Stairs,-33.891030,151.248596,NULL,90
Rowe,422,Oxford Street,Bondi Junction,2022,New South Wales,Ramp,-33.891869,151.248366,NULL,91
Grafton,NULL,NULL,Bondi Junction,2022,New South Wales,Stairs,-33.890994,151.248208,NULL,92
Fourth,105,Toronto Road,Booragul,2284,New South Wales,Ramp,-32.971699,151.605168,NULL,93
Station,105,Toronto Road,Booragul,2284,New South Wales,Ramp,-32.971900,151.604790,NULL,94
Station,8,Station Street,Bowral,2576,New South Wales,Path,-34.477924,150.416974,NULL,95
Kirkham,69,Kirkham Road,Bowral,2576,New South Wales,Path,-34.477637,150.416797,NULL,96
Wingercarribee,25-29,Station Street,Bowral,2576,New South Wales,Stairs,-34.478416,150.416594,NULL,97
Wingercarribee,25-29,Station Street,Bowral,2576,New South Wales,Lift,-34.478370,150.416576,NULL,98
Wingercarribee,25-29,Station Street,Bowral,2576,New South Wales,Lift,-34.478277,150.416394,NULL,99
Kirkham,25-29,Station Street,Bowral,2576,New South Wales,Stairs,-34.478222,150.416379,NULL,100
Railway,2,Station Street,Branxton,2335,New South Wales,Ramp,-32.662210,151.345932,NULL,101
Railway,52,Russell Street,Branxton,2335,New South Wales,Ramp,-32.662092,151.345535,NULL,102
Graham,33,Graham Road,Broadmeadow,2292,New South Wales,Stairs,-32.922692,151.735412,NULL,103
Brown,142,Broadmeadow Road,Broadmeadow,2292,New South Wales,Ramp,-32.922164,151.735221,NULL,104
Graham,NULL,NULL,Broadmeadow,2292,New South Wales,Ramp,-32.922891,151.735065,NULL,105
Brown,NULL,NULL,Broadmeadow,2292,New South Wales,Stairs,-32.922368,151.734946,NULL,106
Great Western,352,A32,Bullaburra,2784,New South Wales,Ramp,-33.723519,150.415201,NULL,107
Railway,NULL,NULL,Bullaburra,2784,New South Wales,Stairs,-33.723167,150.414989,NULL,108
Park,74A,Park Road,Bulli,2516,New South Wales,Lift,-34.333844,150.915069,NULL,109
Park,74A,Park Road,Bulli,2516,New South Wales,Lift,-34.333820,150.914931,NULL,110
Franklin,41,Park Road,Bulli,2516,New South Wales,Path,-34.334286,150.914914,NULL,111
Railway,41,Park Road,Bulli,2516,New South Wales,Path,-34.334339,150.914688,NULL,112
Erith,9,Railway Avenue,Bundanoon,2578,New South Wales,Ramp,-34.655752,150.299740,NULL,113
Church,1,Church Street,Bundanoon,2578,New South Wales,Path,-34.656049,150.299572,NULL,114
Burradoo,123,Burradoo Road,Burradoo,2576,New South Wales,Path,-34.494186,150.398129,NULL,115
Burradoo,123,Burradoo Road,Burradoo,2576,New South Wales,Ramp,-34.494185,150.397858,NULL,116
Burwood,40,Deane Street,Burwood,2134,New South Wales,Stairs,-33.877045,151.103852,NULL,117
Burwood,212,Burwood Road,Burwood,2134,New South Wales,Path,-33.877188,151.103824,NULL,118
Broomfield,86,Broomfield Street,Cabramatta,2166,New South Wales,Lift,-33.894642,150.939104,NULL,119
Broomfield,86A,Broomfield Street,Cabramatta,2166,New South Wales,Stairs,-33.894806,150.939048,NULL,120
Railway,193,Railway Parade,Cabramatta,2166,New South Wales,Lift,-33.894598,150.938813,NULL,121
Railway,201,Railway Parade,Cabramatta,2166,New South Wales,Ramp,-33.894942,150.938732,NULL,122
Railway,NULL,NULL,Cabramatta,2166,New South Wales,Path,-33.895102,150.938659,NULL,123
Grand,181,James Ruse Drive,Camellia,2142,New South Wales,Ramp,-33.819181,151.024141,NULL,124
Railway,95,Railway Street,Campbelltown,2560,New South Wales,Ramp,-34.064189,150.814813,NULL,125
Hurley,NULL,Hurley Street,Campbelltown,2560,New South Wales,Lift,-34.063591,150.814739,NULL,126
Hurley,NULL,Hurley Street,Campbelltown,2560,New South Wales,Path,-34.063699,150.814622,NULL,127
Hurley,NULL,Hurley Street,Campbelltown,2560,New South Wales,Stairs,-34.063679,150.814614,NULL,128
Farrow,2,Farrow Road,Campbelltown,2560,New South Wales,Stairs,-34.063024,150.814409,NULL,129
Hurley,2,Farrow Road,Campbelltown,2560,New South Wales,Lift,-34.063200,150.814308,NULL,130
Farrow,NULL,Farrow Road,Campbelltown,2560,New South Wales,Stairs,-34.063323,150.814021,NULL,131
Beamish,182,Beamish Street,Campsie,2194,New South Wales,Ramp,-33.910495,151.103574,NULL,132
Beamish,NULL,NULL,Campsie,2194,New South Wales,Ramp,-33.910392,151.103557,NULL,133
First,12A,First Avenue,Canley Vale,2166,New South Wales,Stairs,-33.887443,150.943689,NULL,134
First,12,First Avenue,Canley Vale,2166,New South Wales,Ramp,-33.887462,150.943629,NULL,135
Railway,115,Railway Parade,Canley Vale,2166,New South Wales,Stairs,-33.887234,150.943480,NULL,136
Railway,115,Railway Parade,Canley Vale,2166,New South Wales,Ramp,-33.887346,150.943419,NULL,137
Canterbury,1,Broughton Street,Canterbury,2193,New South Wales,Path,-33.912116,151.119013,NULL,138
Hay,730-742,George Street,Haymarket,2000,New South Wales,Path,-33.879708,151.205558,NULL,139
Hay,744,George Street,Haymarket,2000,New South Wales,Path,-33.879804,151.205512,NULL,140
Main,281,Main Road,Cardiff,2285,New South Wales,Path,-32.941279,151.662819,NULL,141
Mary,NULL,NULL,Cardiff,2285,New South Wales,Stairs,-32.941457,151.662301,NULL,142
Mary,NULL,NULL,Cardiff,2285,New South Wales,Lift,-32.941409,151.662255,NULL,143
Kingsway,NULL,NULL,Caringbah,2229,New South Wales,Lift,-34.041625,151.121914,NULL,144
Kingsway,347,Kingsway,Caringbah,2229,New South Wales,Stairs,-34.041578,151.121856,NULL,145
Lloyds,1A,Lloyds Avenue,Carlingford,2118,New South Wales,Path,-33.782171,151.047273,NULL,146
James,1A,Lloyds Avenue,Carlingford,2118,New South Wales,Path,-33.782127,151.046844,NULL,147
Lloyds,1A,Lloyds Avenue,Carlingford,2118,New South Wales,Ramp,-33.782709,151.046786,NULL,148
Lloyds,314,Cumberland Highway,Carlingford,2118,New South Wales,Path,-33.782874,151.046657,NULL,149
Pennant Hills,312B,Pennant Hills Road,Carlingford,2118,New South Wales,Path,-33.783043,151.046351,NULL,150
Railway,310,Railway Parade,Carlton,2218,New South Wales,Lift,-33.968422,151.124536,NULL,151
Carlton,37,Carlton Parade,Carlton,2218,New South Wales,Lift,-33.968010,151.124390,NULL,152
Railway,318,Railway Parade,Carlton,2218,New South Wales,Stairs,-33.968468,151.124344,NULL,153
Carlton,NULL,NULL,Carlton,2218,New South Wales,Stairs,-33.968092,151.124237,NULL,154
Carlton,37,Carlton Parade,Carlton,2218,New South Wales,Ramp,-33.967980,151.124179,NULL,155
Sandal,144C,Wattle Avenue,Carramar,2163,New South Wales,Path,-33.884768,150.960729,NULL,156
Carramar,33,Carramar Avenue,Carramar,2163,New South Wales,Path,-33.884316,150.960564,NULL,157
Casula,1,Powerhouse Road,Casula,2170,New South Wales,Stairs,-33.950049,150.912137,NULL,158
Casula,2,Casula Road,Casula,2170,New South Wales,Lift,-33.950352,150.912079,NULL,159
Casula,6,Rushton Place,Casula,2170,New South Wales,Lift,-33.950187,150.911728,NULL,160
Casula,2,Casula Road,Casula,2170,New South Wales,Path,-33.950368,150.911705,NULL,161
Casula,2,Casula Road,Casula,2170,New South Wales,Stairs,-33.950329,150.911686,NULL,162
Elizabeth,308,Elizabeth Street,Surry Hills,2010,New South Wales,Ramp,-33.883521,151.207956,4,163
Elizabeth,2,Chalmers Street,Surry Hills,2010,New South Wales,Lift,-33.883710,151.207899,5,164
Elizabeth,2,Chalmers Street,Surry Hills,2010,New South Wales,Stairs,-33.883785,151.207862,5,165
Eddy,NULL,Railway Colonnade Drive,Haymarket,2000,New South Wales,Stairs,-33.883024,151.207076,3,166
Eddy,1,Eddy Avenue,Haymarket,2000,New South Wales,Escalators,-33.883208,151.207011,3,167
Eddy,NULL,Eddy Avenue,Haymarket,2000,New South Wales,Lift,-33.883536,151.206971,3,168
Eddy,1,Eddy Avenue,Haymarket,2000,New South Wales,Path,-33.882539,151.206884,2,169
Chalmers,17,Randle Street,Surry Hills,2010,New South Wales,Lift,-33.885412,151.206847,6,170
Chalmers,65,Chalmers Street,Haymarket,2000,New South Wales,Escalators,-33.885444,151.206822,6,171
Chalmers,67,Chalmers Street,Haymarket,2000,New South Wales,Stairs,-33.885478,151.206790,6,172
Eddy,1,Eddy Avenue,Haymarket,2000,New South Wales,Path,-33.882330,151.206503,2,173
Eddy,NULL,Eddy Avenue,Haymarket,2000,New South Wales,Stairs,-33.882102,151.206125,NULL,174
Eddy,11,Eddy Avenue,Haymarket,2000,New South Wales,Escalators,-33.882137,151.206098,NULL,175
Pitt,15,Railway Colonnade Drive,Haymarket,2000,New South Wales,Path,-33.882366,151.205813,1,176
Lee,8A,Lee Street,Haymarket,2000,New South Wales,Path,-33.883985,151.204266,7,177
Post Office,430,Victoria Avenue,Chatswood,2067,New South Wales,Stairs,-33.797227,151.181442,NULL,178
Post Office,495,Victoria Avenue,Chatswood,2067,New South Wales,Escalators,-33.797185,151.181428,NULL,179
Orchard,430,Victoria Avenue,Chatswood,2067,New South Wales,Stairs,-33.796775,151.181380,NULL,180
Orchard,45,Victoria Avenue,Chatswood,2067,New South Wales,Escalators,-33.796736,151.181364,NULL,181
Post Office,1,Victoria Avenue,Chatswood,2067,New South Wales,Lift,-33.797176,151.181303,NULL,182
Thomas,NULL,Unnamed Road,Chatswood,2067,New South Wales,Lift,-33.797651,151.181263,NULL,183
Thomas,NULL,Unnamed Road,Chatswood,2067,New South Wales,Stairs,-33.797667,151.181181,NULL,184
Orchard,NULL,NULL,Chatswood,2067,New South Wales,Lift,-33.796735,151.181176,NULL,185
Railway,NULL,NULL,Chatswood,2067,New South Wales,Lift,-33.796898,151.180712,NULL,186
Thomas,2-4,Thomas Street,Chatswood,2067,New South Wales,Lift,-33.797930,151.180693,NULL,187
Railway,438,Victoria Avenue,Chatswood,2067,New South Wales,Stairs,-33.797095,151.180673,NULL,188
Thomas,2-4,Thomas Street,Chatswood,2067,New South Wales,Stairs,-33.797903,151.180647,NULL,189
Railway,461,Victoria Avenue,Chatswood,2067,New South Wales,Escalators,-33.797050,151.180536,NULL,190
Railway,438,Victoria Avenue,Chatswood,2067,New South Wales,Stairs,-33.797015,151.180521,NULL,191
Cheltenham,22,Cheltenham Road,Cheltenham,2119,New South Wales,Stairs,-33.755397,151.078149,NULL,192
Cheltenham,22,Cheltenham Road,Cheltenham,2119,New South Wales,Lift,-33.755439,151.078109,NULL,193
Chester Hill,9,Chester Hill Road,Chester Hill,2162,New South Wales,Path,-33.883688,151.000462,NULL,194
Alfred,NULL,NULL,Sydney,2000,New South Wales,Stairs,-33.861463,151.210794,NULL,195
Alfred,30,Alfred Street,Sydney,2000,New South Wales,Escalators,-33.861277,151.210773,NULL,196
Alfred,1,Alfred Street,Sydney,2000,New South Wales,Escalators,-33.861439,151.210745,NULL,197
Alfred,30,Alfred Street,Sydney,2000,New South Wales,Lift,-33.861243,151.210734,NULL,198
Alfred,1,Alfred Street,Sydney,2000,New South Wales,Lift,-33.861466,151.210712,NULL,199
Alfred,NULL,NULL,Sydney,2000,New South Wales,Stairs,-33.861314,151.210659,NULL,200
Alfred,5,Alfred Street,Sydney,2000,New South Wales,Stairs,-33.861312,151.210623,NULL,201
Alfred,1,Alfred Street,Sydney,2000,New South Wales,Stairs,-33.861380,151.210615,NULL,202
Alfred,30,Alfred Street,Sydney,2000,New South Wales,Escalators,-33.861259,151.210565,NULL,203
Alfred,2,Alfred Street,Sydney,2000,New South Wales,Escalators,-33.861399,151.210328,NULL,204
Racecource,40a,Racecourse Road,Clarendon,2756,New South Wales,Ramp,-33.608442,150.787892,NULL,205
Racecource,40a,Racecourse Road,Clarendon,2756,New South Wales,Path,-33.608488,150.787844,NULL,206
Racecource,40a,Racecourse Road,Clarendon,2756,New South Wales,Ramp,-33.608594,150.787763,NULL,207
Berry,3,Sutherland Street,Clyde,2142,New South Wales,Ramp,-33.835546,151.017038,1,208
Factory,29,William Street,Granville,2142,New South Wales,Ramp,-33.836061,151.016563,2,209
Lawrence Hargrave,220,Lawrence Hargrave Drive,Coalcliff,2508,New South Wales,Stairs,-34.242535,150.977052,NULL,210
Lake,460,B53,Argenton,2284,New South Wales,Stairs,-32.942467,151.624430,NULL,211
Creek Reserve,460,Lake Road,Argenton,2284,New South Wales,Path,-32.942875,151.623812,NULL,212
Cater,21,Cater Street,Coledale,2515,New South Wales,Stairs,-34.289892,150.943031,NULL,213
Railway,31,Novara Crescent,Como,2226,New South Wales,Stairs,-34.004540,151.068330,NULL,214
Railway,27,Novara Crescent,Como,2226,New South Wales,Stairs,-34.004376,151.068248,NULL,215
Como,111,Como Parade,Como,2226,New South Wales,Ramp,-34.004471,151.067689,NULL,216
Queen,NULL,NULL,Concord West,2138,New South Wales,Stairs,-33.848092,151.085952,NULL,217
Queen,NULL,NULL,Concord West,2138,New South Wales,Lift,-33.848031,151.085901,NULL,218
King,40,Victoria Avenue,Concord West,2138,New South Wales,Stairs,-33.848213,151.085212,NULL,219
King,NULL,NULL,Concord West,2138,New South Wales,Lift,-33.848089,151.085199,NULL,220
King,NULL,NULL,Concord West,2138,New South Wales,Stairs,-33.847954,151.085190,NULL,221
Bridge,25,Bridge Street,Coniston,2500,New South Wales,Stairs,-34.438239,150.885120,NULL,222
Gladsone,128,Gladstone Avenue,Coniston,2500,New South Wales,Ramp,-34.437965,150.884845,NULL,223
Darling,100,Murray Street,Pyrmont,2000,New South Wales,Ramp,-33.872864,151.198151,NULL,224
Duff,NULL,NULL,Corrimal,2518,New South Wales,Path,-34.375494,150.905148,NULL,225
Railway,8,Duff Parade,East Corrimal,2518,New South Wales,Path,-34.375673,150.904890,NULL,226
Pacific,1164A,Pacific Highway,Cowan,2081,New South Wales,Ramp,-33.592980,151.171638,NULL,227
Pacific,1133,Pacific Highway,Cowan,2081,New South Wales,Ramp,-33.593789,151.171565,NULL,228
Central,NULL,Unnamed Road,Port Kembla,2505,New South Wales,Stairs,-34.467080,150.879958,NULL,229
Five Island,NULL,Five Islands Road,Port Kembla,2505,New South Wales,Stairs,-34.467373,150.878272,NULL,230
Cronulla,20,Laycock Avenue,Cronulla,2230,New South Wales,Path,-34.056840,151.151721,NULL,231
Cronulla,138,Cronulla Street,Cronulla,2230,New South Wales,Path,-34.055727,151.151599,NULL,232
Cronulla,NULL,NULL,Cronulla,2230,New South Wales,Path,-34.055357,151.151434,NULL,233
Hennessy,29,Hennessy Street,Croydon,2132,New South Wales,Ramp,-33.882836,151.115515,NULL,234
Paisley,18,The Strand,Croydon,2132,New South Wales,Stairs,-33.883185,151.115082,NULL,235
Station,30,Hamilton Street,Dapto,2530,New South Wales,Path,-34.492358,150.792222,NULL,236
Staiton,1,Station Street,Dapto,2530,New South Wales,Path,-34.493077,150.791833,NULL,237
Bong Bong,NULL,NULL,Dapto,2530,New South Wales,Path,-34.493482,150.791460,NULL,238
Bong Bong,20,Bong Bong Road,Dapto,2530,New South Wales,Path,-34.493435,150.791306,NULL,239
Gordon,2C,Gordon Crescent,Denistone,2114,New South Wales,Path,-33.799519,151.086753,NULL,240
Keith Smith,NULL,Keith Smith Avenue,Mascot,2020,New South Wales,Stairs,-33.933626,151.180573,NULL,241
Keith Smith,NULL,Keith Smith Avenue,Mascot,2020,New South Wales,Lift,-33.933569,151.180568,NULL,242
Keith Smith,NULL,NULL,Mascot,2020,New South Wales,Stairs,-33.934008,151.180141,NULL,243
Keith Smith,NULL,NULL,Mascot,2020,New South Wales,Escalators,-33.934003,151.180113,NULL,244
Keith Smith,NULL,NULL,Mascot,2020,New South Wales,Lift,-33.933986,151.180049,NULL,245
School,2,Doonside Road,Doonside,2767,New South Wales,Ramp,-33.764015,150.869281,NULL,246
Cross,17,Hill End Road,Doonside,2767,New South Wales,Ramp,-33.763627,150.869234,NULL,247
Main,4A,Wamsley Street,Dora Creek,2264,New South Wales,Path,-33.083823,151.501041,NULL,248
Newport,4A,Wamsley Street,Dora Creek,2264,New South Wales,Stairs,-33.084114,151.500864,NULL,249
Newport,4A,Wamsley Street,Dora Creek,2264,New South Wales,Stairs,-33.084021,151.500698,NULL,250
Camden,3,Camden Road,Douglas Park,2569,New South Wales,Path,-34.183233,150.710546,NULL,251
Camden,28,Station Street West,Douglas Park,2569,New South Wales,Path,-34.183303,150.710538,NULL,252
New Canterbury,NULL,NULL,Dulwich Hill,2203,New South Wales,Stairs,-33.904761,151.139002,NULL,253
New Canterbury,486,New Canterbury Road,Dulwich Hill,2203,New South Wales,Lift,-33.904772,151.138975,NULL,254
